Customer_Policy_ID,Customer_ID,Customer_Policy_Type,Customer_Coverage_Amount,Customer_Annual_Premium,Policy_Start_Date,Policy_End_Date,Policy_Duration_Days,Agent_ID,Customer_Policy_Status,Premium_Collected
POL51062,CUST10578,Term,823838.0,22198.8,2023-02-26,2025-03-02,735,AGT5280,Lapsed,44701.693
POL51064,CUST10841,Vehicle,909120.0,27944.4,2023-08-13,2024-01-21,161,AGT5186,Active,12326.16
POL51065,CUST11416,Term,629580.0,40438.6,2024-04-10,2025-02-09,305,AGT5209,Cancelled,33791.159
POL51066,CUST11795,Term,591692.0,21968.3,2023-02-16,2023-06-07,111,AGT5130,Cancelled,6680.771
POL51068,CUST11324,Whole,866678.0,34885.8,2024-05-29,2025-02-18,265,AGT5284,Active,25328.047
POL51069,CUST11739,Whole,992618.0,11186.5,2023-06-13,2024-08-25,439,AGT5014,Active,13454.448
POL51071,CUST11492,Whole,539898.0,30590.9,2023-05-12,2024-06-04,389,AGT5068,Active,32602.356
POL51073,CUST11306,Health,232764.0,39090.8,2024-01-30,2024-09-06,220,AGT5165,Active,23561.578
POL51074,CUST11854,Whole,185867.0,34987.7,2023-05-05,2025-06-30,787,AGT5261,Active,75439.233
POL51075,CUST10000,Vehicle,151753.0,21417.1,2023-11-24,2024-02-08,76,AGT5197,Cancelled,4459.451
POL51078,CUST10001,Whole,162994.0,30845.7,2022-12-18,2023-02-06,50,AGT5100,Cancelled,4225.438
POL51079,CUST12171,Health,592568.0,20921.6,2023-08-10,2025-01-04,513,AGT5207,Lapsed,29404.879
POL51081,CUST10036,Whole,364112.0,38805.6,2024-06-17,2025-06-20,368,AGT5118,Active,39124.55
POL51082,CUST10806,Vehicle,629978.0,41485.5,2023-04-12,2023-08-13,123,AGT5196,Active,13980.045
POL51085,CUST10430,Health,484054.0,31559.5,2023-11-04,2024-07-10,249,AGT5244,Lapsed,21529.632
POL51086,CUST10459,Health,336392.0,20341.7,2024-03-17,2024-07-23,128,AGT5227,Active,7133.528
POL51087,CUST11279,Vehicle,998116.0,30133.7,2024-05-27,2024-10-13,139,AGT5140,Active,11475.573
POL51088,CUST11552,Health,945512.0,39001.0,2022-11-07,2024-12-27,781,AGT5153,Cancelled,83451.455
POL51089,CUST10968,Term,547378.0,5453.54,2024-01-29,2025-01-07,344,AGT5148,Lapsed,5139.775
POL51090,CUST11047,Health,688872.0,12153.0,2022-08-26,2023-01-07,134,AGT5192,Active,4461.649
POL51092,CUST11255,Vehicle,474416.0,32050.2,2024-06-24,2025-02-21,242,AGT5141,Cancelled,21249.722
POL51093,CUST10553,Vehicle,697143.0,20616.1,2024-07-03,2024-10-16,105,AGT5267,Lapsed,5930.659
POL51094,CUST10793,Property,884765.0,8328.68,2023-10-08,2024-01-23,107,AGT5034,Cancelled,2441.558
POL51095,CUST11199,Term,922767.0,29305.4,2022-11-12,2024-08-02,629,AGT5245,Active,50501.635
POL51096,CUST10238,Term,396952.0,9605.07,2023-11-25,2025-07-03,586,AGT5272,Cancelled,15420.743
POL51098,CUST12163,Term,745681.0,36784.4,2022-03-26,2023-08-14,506,AGT5059,Active,50994.264
POL51099,CUST12431,Whole,478036.0,3119.14,2023-05-04,2025-02-03,641,AGT5250,Lapsed,5477.723
POL51100,CUST11323,Property,776851.0,13751.6,2023-10-02,2023-11-25,54,AGT5159,Lapsed,2034.483
POL51104,CUST11418,Health,837840.0,20253.9,2023-07-13,2024-06-22,345,AGT5213,Lapsed,19144.097
POL51105,CUST10696,Health,828494.0,25162.6,2023-09-06,2024-06-09,277,AGT5274,Lapsed,19096.001
POL51108,CUST11849,Whole,417114.0,25682.9,2022-11-11,2024-10-05,694,AGT5207,Cancelled,48832.692
POL51109,CUST12383,Vehicle,347600.0,25589.2,2023-02-09,2024-03-03,388,AGT5130,Cancelled,27201.67
POL51110,CUST11452,Property,233824.0,49694.1,2023-12-07,2024-08-05,242,AGT5251,Cancelled,32947.869
POL51111,CUST10428,Whole,180918.0,23672.8,2024-01-09,2025-01-06,363,AGT5043,Active,23543.086
POL51112,CUST12429,Term,347777.0,22355.8,2021-10-07,2023-06-25,626,AGT5035,Lapsed,38341.728
POL51113,CUST10737,Vehicle,521521.0,23774.2,2022-07-09,2025-01-31,937,AGT5171,Active,61031.302
POL51114,CUST10784,Property,733063.0,37082.0,2023-05-21,2024-01-29,253,AGT5219,Lapsed,25703.414
POL51115,CUST11810,Whole,552211.0,37796.8,2023-03-14,2023-04-28,45,AGT5284,Active,4659.879
POL51116,CUST11388,Whole,607769.0,40468.7,2024-03-31,2024-06-23,84,AGT5155,Cancelled,9313.345
POL51117,CUST11715,Property,851191.0,45428.6,2021-07-23,2023-03-01,586,AGT5130,Active,72934.684
POL51118,CUST10595,Health,700616.0,27864.1,2022-07-14,2022-12-20,159,AGT5247,Lapsed,12138.06
POL51120,CUST11755,Whole,551176.0,5460.91,2022-04-18,2025-05-27,1135,AGT5100,Lapsed,16981.186
POL51121,CUST10978,Property,713638.0,3677.42,2023-10-23,2024-04-11,171,AGT5040,Cancelled,1722.846
POL51124,CUST10541,Vehicle,177616.0,34814.6,2022-11-11,2024-06-13,580,AGT5111,Active,55321.83
POL51126,CUST11520,Health,344041.0,5969.02,2023-07-10,2024-11-22,501,AGT5203,Lapsed,8193.093
POL51127,CUST11328,Health,745524.0,33603.2,2024-01-09,2025-03-30,446,AGT5276,Active,41060.348
POL51128,CUST11292,Property,590681.0,21402.1,2023-04-27,2023-09-17,143,AGT5042,Active,8384.932
POL51131,CUST11790,Property,384676.0,4870.48,2023-11-15,2025-04-09,511,AGT5183,Lapsed,6818.672
POL51133,CUST10469,Term,673188.0,13357.5,2020-08-22,2023-01-05,866,AGT5278,Cancelled,31692.041
POL51134,CUST11576,Health,484649.0,37218.5,2021-09-03,2022-08-22,353,AGT5116,Active,35994.878
POL51135,CUST11014,Vehicle,489522.0,21670.4,2024-02-27,2025-02-10,349,AGT5125,Cancelled,20720.465
POL51136,CUST10448,Property,982494.0,14516.6,2020-10-06,2025-07-01,1729,AGT5286,Lapsed,68764.935
POL51137,CUST12116,Vehicle,824671.0,44511.2,2022-04-04,2022-08-04,122,AGT5205,Cancelled,14877.716
POL51139,CUST12426,Property,341317.0,20941.4,2022-06-19,2023-04-02,287,AGT5205,Cancelled,16466.252
POL51140,CUST10822,Property,802353.0,22979.8,2023-02-05,2024-06-04,485,AGT5279,Active,30534.803
POL51145,CUST11986,Property,689127.0,7862.13,2021-07-23,2022-02-01,193,AGT5263,Cancelled,4157.236
POL51146,CUST10756,Vehicle,146973.0,35073.8,2020-12-12,2021-01-28,47,AGT5061,Lapsed,4516.352
POL51147,CUST10367,Vehicle,472309.0,39086.6,2023-05-26,2024-03-10,289,AGT5001,Active,30948.02
POL51148,CUST11136,Whole,406050.0,29499.9,2021-12-27,2023-11-25,698,AGT5013,Active,56413.507
POL51149,CUST11400,Term,965792.0,25657.9,2022-07-23,2024-12-22,883,AGT5099,Cancelled,62071.029
POL51150,CUST10796,Term,377616.0,43094.6,2024-05-21,2024-09-12,114,AGT5033,Active,13459.683
POL51151,CUST10132,Whole,526402.0,21588.5,2024-07-21,2024-08-09,19,AGT5195,Lapsed,1123.785
POL51152,CUST10398,Term,689697.0,24796.2,2021-03-03,2025-02-07,1437,AGT5033,Lapsed,97622.3
POL51153,CUST10817,Health,101622.0,32961.1,2023-11-01,2025-01-01,427,AGT5193,Active,38559.972
POL51154,CUST11613,Vehicle,574285.0,31936.3,2024-05-07,2024-10-29,175,AGT5046,Lapsed,15311.925
POL51155,CUST12305,Property,277566.0,28199.8,2020-11-06,2023-08-25,1022,AGT5173,Lapsed,78959.44
POL51157,CUST12320,Whole,332787.0,48736.7,2023-12-27,2024-03-11,75,AGT5252,Lapsed,10014.39
POL51160,CUST11494,Term,424146.0,27767.6,2022-08-19,2024-05-08,628,AGT5146,Active,47775.487
POL51161,CUST10726,Property,838930.0,15228.5,2023-12-10,2025-04-11,488,AGT5099,Cancelled,20360.296
POL51162,CUST12187,Property,123457.0,24335.8,2023-06-30,2025-04-30,670,AGT5251,Lapsed,44671.195
POL51163,CUST11397,Vehicle,610612.0,47620.7,2024-03-05,2024-08-29,177,AGT5006,Lapsed,23092.778
POL51165,CUST11760,Property,103134.0,5421.15,2021-10-20,2025-06-02,1321,AGT5235,Lapsed,19620.107
POL51166,CUST10335,Property,662424.0,43572.7,2024-04-16,2025-07-13,453,AGT5212,Cancelled,54077.899
POL51167,CUST11099,Health,323185.0,32663.4,2023-01-11,2025-03-31,810,AGT5065,Active,72485.901
POL51169,CUST10411,Vehicle,748053.0,12242.9,2023-12-31,2024-06-27,179,AGT5192,Active,6004.052
POL51171,CUST12393,Vehicle,868410.0,23204.0,2024-04-16,2024-11-03,201,AGT5160,Lapsed,12778.093
POL51172,CUST12105,Term,146146.0,21363.4,2021-06-26,2025-05-25,1429,AGT5001,Lapsed,83639.174
POL51173,CUST11810,Property,552393.0,18918.5,2023-02-03,2023-06-01,118,AGT5138,Lapsed,6116.118
POL51174,CUST11677,Vehicle,296251.0,14495.0,2021-09-03,2022-08-18,349,AGT5241,Active,13859.603
POL51175,CUST10242,Property,379060.0,27900.9,2023-12-04,2024-08-18,258,AGT5228,Lapsed,19721.732
POL51176,CUST11253,Health,583970.0,24557.2,2023-07-18,2023-10-25,99,AGT5130,Cancelled,6660.72
POL51177,CUST11698,Health,581175.0,43081.4,2023-12-21,2025-01-15,391,AGT5102,Cancelled,46150.212
POL51178,CUST10098,Whole,697923.0,7078.64,2024-01-20,2025-01-17,363,AGT5068,Active,7039.853
POL51179,CUST12260,Term,163819.0,12438.7,2024-02-17,2025-02-26,375,AGT5267,Lapsed,12779.486
POL51180,CUST11599,Health,567642.0,33407.1,2021-07-06,2022-01-16,194,AGT5235,Lapsed,17756.102
POL51181,CUST12368,Vehicle,655725.0,16335.9,2024-01-22,2024-01-22,0,AGT5092,Active,0.0
POL51182,CUST10297,Term,897459.0,11860.9,2022-04-22,2022-07-18,87,AGT5220,Active,2827.119
POL51183,CUST11732,Term,451117.0,13550.6,2020-09-23,2021-06-21,271,AGT5080,Cancelled,10060.856
POL51184,CUST12295,Whole,914901.0,10024.3,2021-10-27,2023-12-05,769,AGT5273,Lapsed,21119.69
POL51186,CUST12232,Vehicle,961341.0,39203.1,2023-03-27,2024-03-18,357,AGT5073,Active,38343.854
POL51187,CUST11508,Property,925629.0,26622.6,2022-05-06,2025-03-03,1032,AGT5038,Cancelled,75272.666
POL51189,CUST10656,Health,189948.0,11731.7,2023-05-03,2024-04-11,344,AGT5298,Cancelled,11056.725
POL51190,CUST12300,Vehicle,257098.0,13792.4,2024-03-19,2024-11-23,249,AGT5082,Cancelled,9409.062
POL51191,CUST11328,Vehicle,738975.0,3477.48,2023-07-18,2024-09-28,438,AGT5035,Cancelled,4172.976
POL51195,CUST10173,Whole,553419.0,6377.88,2023-06-30,2024-09-26,454,AGT5131,Active,7933.034
POL51196,CUST10872,Term,168984.0,48048.2,2022-07-04,2024-01-29,574,AGT5153,Lapsed,75560.731
POL51198,CUST12139,Health,862502.0,20076.4,2022-12-09,2023-01-14,36,AGT5176,Active,1980.138
POL51199,CUST11193,Term,913972.0,47570.0,2023-10-05,2025-05-18,591,AGT5078,Active,77024.301
POL51200,CUST10244,Health,572715.0,26138.8,2023-03-11,2024-02-08,334,AGT5284,Cancelled,23918.792
POL51203,CUST10538,Whole,556829.0,7116.99,2023-05-24,2024-12-26,582,AGT5267,Cancelled,11348.187
POL51206,CUST10410,Property,275849.0,3097.49,2022-12-12,2025-07-19,950,AGT5238,Active,8061.96
POL51207,CUST11888,Health,363767.0,3340.75,2023-01-28,2024-09-20,601,AGT5198,Active,5500.797
POL51212,CUST12241,Term,188459.0,10251.2,2024-05-11,2025-03-22,315,AGT5169,Lapsed,8846.926
POL51214,CUST12111,Term,183760.0,11744.5,2023-02-12,2024-06-21,495,AGT5088,Cancelled,15927.473
POL51215,CUST10962,Health,434331.0,15247.0,2023-04-04,2025-06-08,796,AGT5176,Active,33250.992
POL51216,CUST12496,Term,197079.0,37500.8,2021-09-22,2022-04-26,216,AGT5114,Cancelled,22192.254
POL51217,CUST11661,Whole,953148.0,29775.2,2021-05-03,2022-03-24,325,AGT5143,Cancelled,26512.164
POL51218,CUST11490,Health,975165.0,44582.2,2022-03-30,2022-04-20,21,AGT5215,Lapsed,2565.003
POL51219,CUST10758,Health,572998.0,9554.96,2022-08-17,2024-10-05,780,AGT5006,Cancelled,20418.819
POL51220,CUST12320,Whole,350412.0,43557.9,2023-05-31,2023-06-22,22,AGT5274,Cancelled,2625.408
POL51221,CUST11348,Vehicle,655439.0,27872.6,2022-09-12,2022-11-03,52,AGT5061,Active,3970.891
POL51222,CUST10548,Vehicle,916486.0,44019.1,2022-03-01,2023-09-03,551,AGT5077,Lapsed,66450.751
POL51223,CUST11477,Term,554683.0,5323.88,2024-02-06,2025-03-19,407,AGT5200,Active,5936.491
POL51225,CUST11421,Health,618278.0,38249.7,2022-01-18,2024-04-21,824,AGT5239,Lapsed,86350.008
POL51227,CUST11372,Health,935499.0,36025.1,2022-10-04,2023-11-30,422,AGT5119,Cancelled,41650.938
POL51228,CUST11065,Whole,391963.0,28012.7,2024-02-17,2024-07-02,136,AGT5007,Cancelled,10437.609
POL51230,CUST10839,Whole,821993.0,43648.6,2024-05-03,2024-10-20,170,AGT5009,Lapsed,20329.485
POL51231,CUST10810,Health,193564.0,36106.3,2022-08-16,2023-11-08,449,AGT5286,Active,44415.695
POL51235,CUST11528,Health,205972.0,18218.7,2021-12-24,2022-02-21,59,AGT5210,Active,2944.941
POL51236,CUST12401,Property,738362.0,36263.0,2023-03-29,2025-02-02,676,AGT5104,Active,67161.063
POL51237,CUST11354,Vehicle,945571.0,18401.0,2023-11-06,2024-03-15,130,AGT5215,Lapsed,6553.781
POL51238,CUST10555,Health,854431.0,27364.1,2021-10-11,2025-04-14,1281,AGT5192,Active,96036.745
POL51239,CUST10363,Health,411903.0,20745.9,2020-12-02,2021-02-22,82,AGT5089,Cancelled,4660.723
POL51240,CUST12173,Whole,936027.0,40648.2,2023-01-25,2024-02-29,400,AGT5251,Cancelled,44545.973
POL51241,CUST12278,Vehicle,564200.0,6834.94,2022-12-01,2023-04-21,141,AGT5017,Cancelled,2640.347
POL51243,CUST10248,Whole,962427.0,15921.8,2022-09-06,2025-06-15,1013,AGT5057,Lapsed,44188.448
POL51244,CUST10587,Vehicle,789968.0,4230.9,2022-04-12,2024-10-08,910,AGT5184,Cancelled,10548.271
POL51245,CUST10937,Whole,304642.0,4984.41,2021-06-02,2024-08-12,1167,AGT5062,Active,15936.456
POL51246,CUST12312,Property,782240.0,28484.2,2023-05-18,2024-06-06,385,AGT5104,Active,30044.978
POL51247,CUST12013,Property,184141.0,48378.4,2021-07-13,2024-04-05,997,AGT5209,Cancelled,132145.931
POL51249,CUST11198,Whole,714086.0,35787.8,2022-10-17,2023-02-03,109,AGT5110,Active,10687.316
POL51250,CUST11005,Health,590475.0,30811.2,2023-09-11,2025-04-07,574,AGT5198,Lapsed,48453.778
POL51253,CUST10831,Property,792788.0,42354.6,2023-12-21,2024-03-13,83,AGT5266,Active,9631.32
POL51254,CUST12436,Property,307729.0,40562.1,2023-03-23,2023-07-19,118,AGT5150,Lapsed,13113.227
POL51255,CUST12425,Term,935364.0,37924.2,2022-01-23,2024-12-05,1047,AGT5151,Active,108785.308
POL51256,CUST11761,Term,733470.0,7705.23,2021-11-29,2021-12-30,31,AGT5285,Cancelled,654.417
POL51258,CUST10928,Term,802429.0,6597.88,2022-12-03,2023-01-02,30,AGT5195,Cancelled,542.292
POL51259,CUST11276,Vehicle,421655.0,48514.1,2024-07-15,2025-04-11,270,AGT5133,Cancelled,35887.142
POL51260,CUST10603,Whole,537970.0,18918.6,2023-03-24,2024-08-06,501,AGT5120,Lapsed,25967.722
POL51261,CUST10687,Term,215408.0,22591.4,2022-10-07,2023-05-08,213,AGT5146,Cancelled,13183.475
POL51262,CUST11716,Health,953230.0,25029.0,2023-12-13,2024-08-06,237,AGT5159,Cancelled,16251.707
POL51263,CUST10678,Term,298646.0,4689.19,2022-05-25,2024-01-17,602,AGT5170,Active,7733.952
POL51264,CUST10234,Vehicle,684370.0,19488.1,2022-06-23,2023-06-07,349,AGT5132,Lapsed,18633.827
POL51268,CUST11526,Health,289816.0,9279.13,2023-08-27,2023-10-07,41,AGT5186,Active,1042.313
POL51269,CUST10061,Whole,115980.0,13705.2,2020-09-06,2021-01-25,141,AGT5275,Lapsed,5294.338
POL51272,CUST11175,Vehicle,363486.0,28713.9,2024-07-04,2025-01-10,190,AGT5257,Active,14946.962
POL51273,CUST10012,Health,876931.0,5841.72,2024-06-16,2024-10-06,112,AGT5098,Cancelled,1792.528
POL51274,CUST10121,Whole,980506.0,23157.6,2022-04-25,2024-02-28,674,AGT5157,Lapsed,42762.253
POL51275,CUST10797,Vehicle,252746.0,7650.28,2024-05-30,2024-11-20,174,AGT5015,Lapsed,3646.983
POL51276,CUST12221,Property,732227.0,29443.9,2024-07-10,2024-12-14,157,AGT5041,Lapsed,12664.91
POL51277,CUST11304,Whole,917582.0,30788.8,2022-02-11,2023-11-18,645,AGT5163,Lapsed,54407.605
POL51279,CUST12193,Term,312454.0,36452.3,2020-12-17,2023-10-01,1018,AGT5160,Lapsed,101666.963
POL51280,CUST11050,Whole,816489.0,37677.1,2022-01-27,2022-07-31,185,AGT5279,Active,19096.612
POL51283,CUST10100,Whole,324534.0,42561.8,2021-03-24,2022-04-23,395,AGT5191,Active,46060.03
POL51286,CUST10684,Vehicle,452069.0,19389.1,2023-07-16,2024-06-14,334,AGT5018,Cancelled,17742.355
POL51287,CUST11705,Vehicle,871098.0,44658.8,2023-12-15,2025-06-28,561,AGT5130,Lapsed,68639.964
POL51288,CUST10934,Vehicle,588243.0,47919.7,2021-04-20,2021-08-20,122,AGT5000,Lapsed,16016.996
POL51290,CUST12296,Whole,856799.0,13669.6,2020-09-26,2022-01-01,462,AGT5149,Active,17302.343
POL51291,CUST12202,Term,666720.0,30186.1,2024-04-03,2025-05-15,407,AGT5240,Lapsed,33659.569
POL51292,CUST10955,Term,999778.0,20819.6,2021-03-24,2024-12-19,1366,AGT5230,Cancelled,77916.64
POL51293,CUST10352,Vehicle,809492.0,44150.5,2024-02-04,2024-02-10,6,AGT5037,Cancelled,725.762
POL51297,CUST11378,Whole,643233.0,13412.4,2022-11-18,2024-03-10,478,AGT5203,Lapsed,17564.732
POL51298,CUST10727,Vehicle,262044.0,41764.6,2022-10-11,2024-12-04,785,AGT5103,Active,89822.496
POL51299,CUST10813,Term,272154.0,38043.8,2022-07-04,2024-05-20,686,AGT5128,Lapsed,71501.498
POL51300,CUST10937,Health,106550.0,18097.2,2022-11-24,2023-12-01,372,AGT5062,Active,18444.27
POL51301,CUST11708,Term,577641.0,36466.8,2021-05-03,2021-09-08,128,AGT5114,Cancelled,12788.357
POL51303,CUST11162,Whole,479977.0,18739.5,2021-11-08,2023-11-26,748,AGT5114,Cancelled,38403.14
POL51304,CUST11197,Health,682781.0,44003.0,2023-10-24,2025-04-25,549,AGT5286,Cancelled,66185.334
POL51307,CUST11418,Health,656684.0,28364.5,2021-08-08,2023-10-21,804,AGT5297,Lapsed,62479.611
POL51308,CUST10799,Health,678085.0,9252.71,2021-07-26,2023-09-29,795,AGT5233,Active,20153.163
POL51312,CUST11316,Health,444271.0,4756.19,2020-09-23,2025-04-16,1666,AGT5167,Lapsed,21709.075
POL51313,CUST11386,Whole,372084.0,17863.4,2023-11-30,2025-05-09,526,AGT5124,Lapsed,25742.872
POL51314,CUST10453,Term,264515.0,38265.1,2024-03-20,2024-04-04,15,AGT5213,Cancelled,1572.538
POL51317,CUST11292,Property,703060.0,25140.4,2024-03-30,2025-04-14,380,AGT5062,Cancelled,26173.567
POL51318,CUST12408,Whole,760529.0,42440.5,2022-12-24,2023-08-15,234,AGT5166,Active,27208.43
POL51319,CUST11369,Whole,387476.0,44484.0,2022-11-10,2022-11-16,6,AGT5214,Lapsed,731.244
POL51320,CUST10454,Whole,215484.0,23875.7,2020-11-26,2022-02-18,449,AGT5273,Lapsed,29370.382
POL51321,CUST10461,Property,517101.0,21993.0,2024-04-14,2025-04-17,368,AGT5237,Cancelled,22173.764
POL51322,CUST12338,Health,823182.0,46130.9,2024-01-21,2024-11-29,313,AGT5017,Cancelled,39558.827
POL51323,CUST11241,Whole,855756.0,23352.6,2023-07-17,2025-03-22,614,AGT5211,Cancelled,39283.552
POL51324,CUST10227,Property,289645.0,4666.0,2023-10-28,2025-03-23,512,AGT5055,Lapsed,6545.184
POL51325,CUST11577,Property,324869.0,22909.3,2023-01-10,2024-11-20,680,AGT5261,Cancelled,42680.34
POL51326,CUST11783,Whole,926712.0,31080.0,2023-12-14,2024-07-24,223,AGT5243,Cancelled,18988.603
POL51327,CUST12252,Health,470901.0,30741.1,2023-03-13,2024-08-12,518,AGT5084,Cancelled,43627.095
POL51328,CUST12171,Vehicle,223720.0,44819.4,2024-02-12,2025-03-02,384,AGT5014,Lapsed,47152.465
POL51329,CUST11327,Vehicle,507511.0,26473.5,2022-03-14,2024-01-22,679,AGT5157,Lapsed,49247.963
POL51330,CUST11863,Health,138558.0,32355.3,2023-09-03,2024-03-21,200,AGT5039,Cancelled,17728.932
POL51331,CUST10789,Whole,199123.0,12275.5,2024-06-09,2024-09-07,90,AGT5091,Cancelled,3026.836
POL51335,CUST11670,Term,905471.0,4436.38,2023-12-26,2024-12-26,366,AGT5105,Cancelled,4448.534
POL51337,CUST12396,Term,842278.0,18322.1,2021-12-06,2022-03-30,114,AGT5288,Lapsed,5722.519
POL51338,CUST11640,Health,978721.0,33428.6,2023-05-19,2023-09-21,125,AGT5297,Active,11448.151
POL51339,CUST10850,Whole,635055.0,27245.5,2023-02-09,2024-03-14,399,AGT5057,Active,29783.437
POL51340,CUST11513,Term,497137.0,19646.8,2022-11-29,2022-12-01,2,AGT5210,Lapsed,107.654
POL51341,CUST10079,Health,930701.0,23584.9,2021-10-23,2021-12-14,52,AGT5040,Active,3360.041
POL51343,CUST11075,Health,836268.0,21344.7,2023-07-18,2025-02-22,585,AGT5116,Lapsed,34209.999
POL51344,CUST10003,Property,554366.0,46974.4,2023-10-16,2025-05-23,585,AGT5259,Active,75287.737
POL51345,CUST11270,Term,544255.0,24559.0,2022-05-18,2023-04-27,344,AGT5063,Lapsed,23146.016
POL51346,CUST11748,Health,267302.0,23720.1,2023-11-01,2024-08-17,290,AGT5212,Active,18846.107
POL51347,CUST11637,Term,843682.0,15318.6,2021-05-31,2021-07-03,33,AGT5267,Lapsed,1384.969
POL51348,CUST11469,Whole,787024.0,39212.5,2020-12-24,2024-09-09,1355,AGT5045,Active,145569.692
POL51349,CUST11161,Vehicle,255293.0,24221.2,2021-12-23,2025-03-30,1193,AGT5177,Cancelled,79166.826
POL51350,CUST12238,Term,293813.0,45576.2,2021-08-26,2023-07-04,677,AGT5073,Active,84534.486
POL51351,CUST10285,Health,613106.0,35139.4,2024-05-07,2024-07-13,67,AGT5224,Cancelled,6450.246
POL51353,CUST10969,Term,615174.0,12883.7,2022-12-18,2025-01-07,751,AGT5047,Active,26508.654
POL51355,CUST11966,Vehicle,661613.0,31106.1,2021-06-15,2024-12-24,1288,AGT5286,Cancelled,109766.183
POL51356,CUST10272,Vehicle,569510.0,14210.6,2024-04-24,2024-08-23,121,AGT5164,Active,4710.911
POL51357,CUST11862,Vehicle,660597.0,9621.54,2023-01-14,2024-07-03,536,AGT5064,Lapsed,14129.166
POL51358,CUST12357,Whole,569793.0,27009.2,2024-03-31,2024-12-09,253,AGT5202,Lapsed,18721.445
POL51360,CUST11846,Term,493530.0,17797.3,2021-07-20,2021-12-23,156,AGT5291,Active,7606.517
POL51361,CUST11443,Vehicle,693727.0,37252.5,2021-06-24,2024-07-14,1116,AGT5172,Lapsed,113900.795
POL51362,CUST12086,Health,547603.0,3671.09,2024-07-23,2024-11-06,106,AGT5237,Lapsed,1066.125
POL51363,CUST10149,Whole,257828.0,25656.0,2021-04-22,2023-12-28,980,AGT5085,Lapsed,68884.603
POL51364,CUST11949,Vehicle,257333.0,27410.4,2024-06-01,2024-06-30,29,AGT5007,Lapsed,2177.813
POL51365,CUST10532,Property,909238.0,43927.8,2023-11-24,2023-12-04,10,AGT5243,Cancelled,1203.501
POL51367,CUST10037,Vehicle,905939.0,49972.8,2022-05-14,2023-02-11,273,AGT5152,Lapsed,37376.916
POL51368,CUST12010,Health,161139.0,27340.4,2020-10-28,2023-11-20,1118,AGT5163,Lapsed,83744.02
POL51370,CUST11614,Whole,799874.0,5670.97,2024-05-09,2024-08-23,106,AGT5237,Lapsed,1646.912
POL51371,CUST11310,Property,481726.0,41534.0,2023-04-22,2023-05-21,29,AGT5259,Cancelled,3299.962
POL51374,CUST11822,Term,157559.0,39021.0,2022-03-11,2022-07-05,116,AGT5205,Cancelled,12401.195
POL51376,CUST10217,Whole,778078.0,12412.8,2022-02-12,2023-02-10,363,AGT5169,Active,12344.785
POL51378,CUST10233,Property,678469.0,40210.9,2024-05-13,2024-11-04,175,AGT5001,Cancelled,19279.199
POL51379,CUST10524,Property,103285.0,21502.8,2022-12-17,2025-03-30,834,AGT5002,Active,49132.425
POL51381,CUST10059,Term,214646.0,18512.6,2022-11-25,2024-04-13,505,AGT5272,Active,25613.323
POL51382,CUST10760,Vehicle,905719.0,8076.84,2021-08-25,2022-08-21,361,AGT5282,Cancelled,7988.327
POL51383,CUST11887,Vehicle,584482.0,27687.7,2020-11-03,2020-11-23,20,AGT5066,Active,1517.134
POL51384,CUST11457,Property,256570.0,28455.7,2023-03-01,2024-02-19,355,AGT5124,Cancelled,27676.092
POL51385,CUST11230,Vehicle,749057.0,7494.85,2020-12-27,2025-07-06,1652,AGT5073,Active,33921.896
POL51386,CUST11387,Health,235626.0,28792.3,2024-04-01,2024-11-06,219,AGT5146,Cancelled,17275.38
POL51387,CUST11491,Health,171913.0,10842.9,2022-06-09,2024-10-17,861,AGT5249,Cancelled,25577.361
POL51388,CUST10456,Term,673601.0,26040.0,2022-05-05,2025-05-27,1118,AGT5145,Cancelled,79760.877
POL51389,CUST10832,Health,397620.0,37149.6,2023-08-16,2024-01-20,157,AGT5009,Active,15979.417
POL51390,CUST11850,Health,246086.0,29724.3,2022-06-26,2024-04-02,646,AGT5237,Cancelled,52607.939
POL51396,CUST10653,Property,623491.0,22110.4,2023-08-07,2025-03-27,598,AGT5179,Lapsed,36224.71
POL51397,CUST10731,Whole,342366.0,10195.4,2024-07-14,2024-10-26,104,AGT5093,Lapsed,2904.991
POL51400,CUST12378,Whole,131668.0,40906.6,2024-05-05,2025-05-02,362,AGT5236,Cancelled,40570.381
POL51401,CUST10315,Vehicle,756053.0,4913.24,2021-11-25,2024-01-26,792,AGT5007,Cancelled,10661.058
POL51402,CUST11458,Health,659349.0,12032.6,2022-05-10,2023-01-31,266,AGT5279,Cancelled,8768.963
POL51403,CUST11122,Vehicle,828605.0,28326.7,2021-06-30,2024-03-10,984,AGT5155,Active,76365.679
POL51404,CUST10706,Health,263496.0,35169.0,2021-10-10,2023-12-01,782,AGT5030,Active,75348.378
POL51406,CUST11949,Vehicle,373042.0,49280.2,2021-12-07,2025-05-07,1247,AGT5245,Lapsed,168362.765
POL51408,CUST10762,Health,821445.0,37165.6,2022-06-26,2024-07-30,765,AGT5216,Cancelled,77895.025
POL51409,CUST11768,Whole,197730.0,17688.6,2023-11-02,2025-02-03,459,AGT5194,Cancelled,22244.02
POL51410,CUST10559,Whole,865459.0,34465.4,2022-01-02,2025-03-26,1179,AGT5162,Active,111327.963
